inputLeft outputLeft inputRight outputRight
1289 29697 1281 29697 
1289 29697 1281 29697 
1289 29825 1282 29825 
1289 29825 1282 29825 
1291 29953 1283 29953 
1291 29953 1283 29953 
1291 30081 1283 30081 
1291 30081 1283 30081 
1291 30209 1283 30209 
1291 30209 1283 30209 
1290 30337 1285 30337 
1290 30337 1285 30337 
1293 30465 1285 30465 
1293 30465 1285 30465 
1292 30593 1285 30593 
1292 30593 1285 30593 
1293 30721 1286 30721 
1293 30721 1286 30721 
1295 30849 1286 30849 
1295 30849 1286 30849 
1294 30977 1287 30977 
1294 30977 1287 30977 
1294 31105 1288 31105 
1294 31105 1288 31105 
1295 31233 1288 31233 
1295 31233 1288 31233 
1296 31361 1290 31361 
1296 31361 1290 31361 
1296 31489 1290 31489 
1296 31489 1290 31489 
1299 31617 1291 31617 
1299 31617 1291 31617 
1297 31745 1292 31745 
1297 31745 1292 31745 
1298 31873 1293 31873 
1298 31873 1293 31873 
1297 32001 1294 32001 
1297 32001 1294 32001 
1297 32129 1295 32129 
1297 32129 1295 32129 
1299 32257 1296 32257 
1299 32257 1296 32257 
1300 32385 1298 32385 
1300 32385 1298 32385 
1302 32513 1301 32513 
1302 32513 1301 32513 
1306 32641 1306 32641 
1305 32767 1305 32767 
1305 32767 1305 32767 
